category,crop_id,crop_name_fao56,root_depth_min_m,root_depth_max_m,p_table22_for_ETc_5mm_day,p_adjustment_formula,kc_ini,kc_ini_min,kc_ini_max,kc_mid,kc_mid_min,kc_mid_max,kc_end,kc_end_min,kc_end_max,max_crop_height_m,max_crop_height_min_m,max_crop_height_max_m,kc_condition,source,kc_source,notes,kc_notes
Cereals,maize_field_grain_field_corn,"Maize, Field (grain) (field corn)",1.0,1.7,0.55,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.30,0.3,0.3,1.20,1.2,1.2,"0.60,0.35",0.35,0.6,2,2.0,2.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,First Kc_end is harvest at high grain moisture; second is complete field drying to about 18% moisture.
Cereals,maize_sweet_sweet_corn,"Maize, Sweet (sweet corn)",0.8,1.2,0.5,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.30,0.3,0.3,1.15,1.15,1.15,1.05,1.05,1.05,1.5,1.5,1.5,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,"If sweet maize matures and dries in the field, use Kc_end for field maize."
Cereals,millet,Millet,1.0,2.0,0.55,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.30,0.3,0.3,1.00,1.0,1.0,0.30,0.3,0.3,1.5,1.5,1.5,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Cereals,sorghum_grain,Sorghum - grain,1.0,2.0,0.55,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.30,0.3,0.3,1.00-1.10,1.0,1.1,0.55,0.55,0.55,1-2,1.0,2.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Cereals,sorghum_sweet,Sorghum - sweet,1.0,2.0,0.5,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.30,0.3,0.3,1.20,1.2,1.2,1.05,1.05,1.05,2-4,2.0,4.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Cereals,rice,Rice,0.5,1.0,0.2,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",1.05,1.05,1.05,1.20,1.2,1.2,0.90-0.60,0.6,0.9,1,1.0,1.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",FAO-56 footnote: p for rice is 0.20 of saturation.,
Forages,alfalfa_hay,Alfalfa - for hay,1.0,2.0,0.55,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.40,0.4,0.4,0.95,0.95,0.95,0.90,0.9,0.9,0.7,0.7,0.7,averaged cutting effects,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,"Individual cutting period values in Table 12 are Kc_ini=0.40, Kc_mid=1.20, Kc_end=1.15."
Forages,alfalfa_seed,Alfalfa - for seed,1.0,3.0,0.6,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.40,0.4,0.4,0.50,0.5,0.5,0.50,0.5,0.5,0.7,0.7,0.7,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Forages,bermuda_hay,Bermuda - for hay,1.0,1.5,0.55,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.55,0.55,0.55,1.00,1.0,1.0,0.85,0.85,0.85,0.35,0.35,0.35,averaged cutting effects,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Forages,bermuda_spring_crop_for_seed,Bermuda - Spring crop for seed,1.0,1.5,0.6,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.35,0.35,0.35,0.90,0.9,0.9,0.65,0.65,0.65,0.4,0.4,0.4,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Forages,clover_hay_berseem,"Clover hay, Berseem",0.6,0.9,0.5,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.40,0.4,0.4,0.90,0.9,0.9,0.85,0.85,0.85,0.6,0.6,0.6,averaged cutting effects,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,"Individual cutting period values in Table 12 are Kc_ini=0.40, Kc_mid=1.15, Kc_end=1.10."
Forages,rye_grass_hay,Rye Grass hay,0.6,1.0,0.6,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.95,0.95,0.95,1.05,1.05,1.05,1.00,1.0,1.0,0.3,0.3,0.3,averaged cutting effects,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Forages,sudan_grass_hay_annual,Sudan Grass hay (annual),1.0,1.5,0.55,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.50,0.5,0.5,0.90,0.9,0.9,0.85,0.85,0.85,1.2,1.2,1.2,averaged cutting effects,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,"Individual cutting period values in Table 12 are Kc_ini=0.50, Kc_mid=1.15, Kc_end=1.10."
Forages,grazing_pasture_rotated_grazing,Grazing Pasture - Rotated Grazing,0.5,1.5,0.6,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.40,0.4,0.4,0.85-1.05,0.85,1.05,0.85,0.85,0.85,0.15-0.30,0.15,0.3,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Forages,grazing_pasture_extensive_grazing,Grazing Pasture - Extensive Grazing,0.5,1.5,0.6,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.30,0.3,0.3,0.75,0.75,0.75,0.75,0.75,0.75,0.10,0.1,0.1,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Forages,turf_grass_cool_season,Turf grass - cool season,0.5,1.0,0.4,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.90,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.10,0.1,0.1,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6","Cool season grass varieties include bluegrass, ryegrass and fescue; grass rooting depth is variable.","Where careful water management is practiced and rapid growth is not required, Kc for turf can be reduced by 0.10."
Forages,turf_grass_warm_season,Turf grass - warm season,0.5,1.0,0.5,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.80,0.8,0.8,0.85,0.85,0.85,0.85,0.85,0.85,0.10,0.1,0.1,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6","Warm season varieties include bermuda grass, buffalo grass and St. Augustine grass; grass rooting depth is variable.","Where careful water management is practiced and rapid growth is not required, Kc for turf can be reduced by 0.10."
Sugar cane,sugar_cane,Sugar Cane,1.2,2.0,0.65,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.40,0.4,0.4,1.25,1.25,1.25,0.75,0.75,0.75,3,3.0,3.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Tropical fruits and trees,banana_1st_year,Banana - 1st year,0.5,0.9,0.35,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.50,0.5,0.5,1.10,1.1,1.1,1.00,1.0,1.0,3,3.0,3.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Tropical fruits and trees,banana_2nd_year,Banana - 2nd year,0.5,0.9,0.35,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",1.00,1.0,1.0,1.20,1.2,1.2,1.10,1.1,1.1,4,4.0,4.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Tropical fruits and trees,cacao,Cacao,0.7,1.0,0.3,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",1.00,1.0,1.0,1.05,1.05,1.05,1.05,1.05,1.05,3,3.0,3.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Tropical fruits and trees,coffee,Coffee,0.9,1.5,0.4,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.90-1.05,0.9,1.05,0.95-1.10,0.95,1.1,0.95-1.10,0.95,1.1,2-3,2.0,3.0,combined coffee variants,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,"FAO-56 Table 12 separates coffee with bare ground cover (0.90,0.95,0.95) and with weeds (1.05,1.10,1.10)."
Tropical fruits and trees,date_palms,Date Palms,1.5,2.5,0.5,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.90,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,8,8.0,8.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Tropical fruits and trees,palm_trees,Palm Trees,0.7,1.1,0.65,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.95,0.95,0.95,1.00,1.0,1.0,1.00,1.0,1.0,8,8.0,8.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Tropical fruits and trees,pineapple,Pineapple,0.3,0.6,0.5,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.50,0.5,0.5,0.30-0.50,0.3,0.5,0.30-0.50,0.3,0.5,0.6-1.2,0.6,1.2,combined pineapple variants,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,"FAO-56 Table 12 separates pineapple with bare soil (0.50,0.30,0.30) and grass cover (0.50,0.50,0.50). Values assume 50% black plastic mulch and sprinkler irrigation; drip beneath mulch may reduce Kc by 0.10."
Tropical fruits and trees,rubber_trees,Rubber Trees,1.0,1.5,0.4,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.95,0.95,0.95,1.00,1.0,1.0,1.00,1.0,1.0,10,10.0,10.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Tropical fruits and trees,tea_non_shaded,Tea - non-shaded,0.9,1.5,0.4,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.95,0.95,0.95,1.00,1.0,1.0,1.00,1.0,1.0,1.5,1.5,1.5,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Tropical fruits and trees,tea_shaded,Tea - shaded,0.9,1.5,0.45,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",1.10,1.1,1.1,1.15,1.15,1.15,1.15,1.15,1.15,2,2.0,2.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,Includes water requirements of shade trees.
Grapes and berries,berries_bushes,Berries (bushes),0.6,1.2,0.5,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.30,0.3,0.3,1.05,1.05,1.05,0.50,0.5,0.5,1.5,1.5,1.5,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Grapes and berries,grapes_table_or_raisin,Grapes - Table or Raisin,1.0,2.0,0.35,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.30,0.3,0.3,0.85,0.85,0.85,0.45,0.45,0.45,2,2.0,2.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Grapes and berries,grapes_wine,Grapes - Wine,1.0,2.0,0.45,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.30,0.3,0.3,0.70,0.7,0.7,0.45,0.45,0.45,1.5-2,1.5,2.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Grapes and berries,hops,Hops,1.0,1.2,0.5,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.30,0.3,0.3,1.05,1.05,1.05,0.85,0.85,0.85,5,5.0,5.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Fruit trees,almonds,Almonds,1.0,2.0,0.4,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.40,0.4,0.4,0.90,0.9,0.9,0.65,0.65,0.65,5,5.0,5.0,no ground cover,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Fruit trees,apples_cherries_pears,"Apples, Cherries, Pears",1.0,2.0,0.5,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.45-0.80,0.45,0.8,0.95-1.20,0.95,1.2,0.70-0.95,0.7,0.95,4,4.0,4.0,combined fruit-tree variants,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,FAO-56 Table 12 provides variants for no/active ground cover and killing frost/no frost.
Fruit trees,apricots_peaches_stone_fruit,"Apricots, Peaches, Stone Fruit",1.0,2.0,0.5,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.45-0.80,0.45,0.8,0.90-1.15,0.9,1.15,0.65-0.90,0.65,0.9,3,3.0,3.0,combined fruit-tree variants,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,"FAO-56 Table 12 provides variants for no/active ground cover and killing frost/no frost. Stone fruit includes peaches, apricots, pears, plums and pecans."
Fruit trees,avocado,Avocado,0.5,1.0,0.7,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.60,0.6,0.6,0.85,0.85,0.85,0.75,0.75,0.75,3,3.0,3.0,no ground cover,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Fruit trees,citrus_70_percent_canopy,Citrus - 70% canopy,1.2,1.5,0.5,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.70,0.7,0.7,0.65,0.65,0.65,0.70,0.7,0.7,4,4.0,4.0,no ground cover,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,"FAO-56 Table 12 also provides active-ground-cover values: 0.75, 0.70, 0.75."
Fruit trees,citrus_50_percent_canopy,Citrus - 50% canopy,1.1,1.5,0.5,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.65,0.65,0.65,0.60,0.6,0.6,0.65,0.65,0.65,3,3.0,3.0,no ground cover,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,"FAO-56 Table 12 also provides active-ground-cover values: 0.80, 0.80, 0.80."
Fruit trees,citrus_20_percent_canopy,Citrus - 20% canopy,0.8,1.1,0.5,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.50,0.5,0.5,0.45,0.45,0.45,0.55,0.55,0.55,2,2.0,2.0,no ground cover,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,"FAO-56 Table 12 also provides active-ground-cover values: 0.85, 0.85, 0.85."
Fruit trees,conifer_trees,Conifer Trees,1.0,1.5,0.7,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",1.00,1.0,1.0,1.00,1.0,1.0,1.00,1.0,1.0,10,10.0,10.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,Kc can reduce below the listed values due to stomatal control; values are for well-watered large forests.
Fruit trees,kiwi,Kiwi,0.7,1.3,0.35,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.40,0.4,0.4,1.05,1.05,1.05,1.05,1.05,1.05,3,3.0,3.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Fruit trees,olives_40_60_percent_canopy,Olives (40 to 60% ground coverage by canopy),1.2,1.7,0.65,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.65,0.65,0.65,0.70,0.7,0.7,0.70,0.7,0.7,3-5,3.0,5.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,Values represent about 40-60% ground cover.
Fruit trees,pistachios,Pistachios,1.0,1.5,0.4,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.40,0.4,0.4,1.10,1.1,1.1,0.45,0.45,0.45,3-5,3.0,5.0,no ground cover,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
Fruit trees,walnut_orchard,Walnut Orchard,1.7,2.4,0.5,"p_adj = min(max(p_table22 + 0.04*(5 - ETc_mm_day), 0.1), 0.8)",0.50,0.5,0.5,1.10,1.1,1.1,0.65,0.65,0.65,4-5,4.0,5.0,standard Table 12 row,"FAO Irrigation and Drainage Paper 56, Table 22, Chapter 8","FAO Irrigation and Drainage Paper 56, Table 12, Chapter 6",,
